LOC_SYSTEM_OPTION_MENU_START,======옵션======
LOC_SYSTEM_MON_MORE_MUTE,{0}의 침묵이 길어졌다.
LOC_SYSTEM_MON_ENSLAVE_INANIMATE,{0:은|는} 무생물이기에 영혼이 없다.
LOC_SYSTEM_MON_ENSLAVE_REIMU,낙원의 멋진 무녀는 모든 것으로부터 속박되지않는다.
LOC_SYSTEM_MON_ENSLAVE_DREAM,{0:은|는} 꿈의 주민이기에 속박할 수 없다.
LOC_SYSTEM_MON_ENSLAVE_SUMMONED,{0:은|는} 이미 종속되어있다.
LOC_SYSTEM_MON_ENSLAVE,{0}의 영혼이 붙잡혔다. 지속시간내로 처치하면 당신의 동료가 된다.
LOC_SYSTEM_MON_FEAR,{0:은|는} 공포에 질렸다.
LOC_SYSTEM_MON_MORE_FEAR,{0:은|는} 공포에 질려서 전의를 완전 상실했다.
LOC_SYSTEM_MON_MIND_READING,{0:은|는} 마음을 간파당했다.
LOC_SYSTEM_MON_MIND_READING_ANIMAL,{0}의 생각을 알게되어 친해졌다.
LOC_SYSTEM_MON_LUNATIC,{0:은|는} 광기에 휩싸였다.
LOC_SYSTEM_MON_GATHERING,{0:은|는} 동료를 끌어모으고 있다.
LOC_SYSTEM_MON_GATHERING_MOON_RABBIT,{0:은|는} 동료에 도움을 청하는 전파를 보내기 시작했다.
LOC_SYSTEM_MON_GATHERING_HELL_HOUND,{0}의 소리에 이끌려 또 다른 지옥개들이 몰려오기 시작한다.
LOC_SYSTEM_MON_STRONG,{0:은|는} 강화되었다.
LOC_SYSTEM_MON_WEAK,{0:은|는} 약화되었다.
LOC_SYSTEM_MON_INVINCIBILITY,{0:은|는} 무적상태가 되었다.
LOC_SYSTEM_MON_SLEEP,{0:은|는} 잠에 빠졌다.
LOC_SYSTEM_MON_TELEPORTING,{0:은|는} 공간이동을 통해 시야에서 사라졌다
LOC_SYSTEM_MON_TELEPORTING_APPEAR,{0:이|가} 갑자기 나타났다.
LOC_SYSTEM_MON_RECORVER_POISON,{0:은|는} 독에서 회복되었다.
LOC_SYSTEM_MON_RECORVER_CONFUSE,{0:은|는} 혼란스러움을 떨쳐냈다.
LOC_SYSTEM_MON_RECORVER_FROZEN,{0}의 얼음이 녹았다.
LOC_SYSTEM_MON_RECORVER_PARALYSE,{0:은|는} 다시 움직일 수 있게 되었다.
LOC_SYSTEM_MON_RECORVER_SICK,{0:은|는} 더 이상 아프지 않다.
LOC_SYSTEM_MON_NO_LONGER_STRONG,{0:은|는} 더 이상 힘이 강하지 않다.
LOC_SYSTEM_MON_NO_LONGER_HASTE,{0:은|는} 더 이상 빠르지 않다.
LOC_SYSTEM_MON_NO_LONGER_SLOW,{0:은|는} 더 이상 느리지 않다.
LOC_SYSTEM_MON_NO_LONGER_CHARM,{0:은|는} 더 이상 매료상태가 아니다.
LOC_SYSTEM_MON_NO_LONGER_DISCHARGE,{0:은|는} 방전을 멈췄다.
LOC_SYSTEM_MON_NO_LONGER_GLOW,{0:은|는} 빛나는 것을 멈췄다.
LOC_SYSTEM_MON_NO_LONGER_GRAZE,{0:은|는} 더 이상 그레이즈를 하지 않는다.
LOC_SYSTEM_MON_NO_LONGER_SILENCE,{0:을|를} 감싸는 정적이 사라졌다.
LOC_SYSTEM_MON_NO_LONGER_VEILING,{0:을|를} 휘감던 바람이 사라졌다.
LOC_SYSTEM_MON_NO_LONGER_INVISIBLE,{0:은|는} 투명이 풀렸다.
LOC_SYSTEM_MON_NO_LONGER_INVISIBLE_AND_APPEAR,{0:은|는} 투명이 풀리면서 모습을 드러냈다.
LOC_SYSTEM_MON_NO_LONGER_MUTE,{0:은|는} 더 이상 벙어리가 아니다.
LOC_SYSTEM_MON_NO_LONGER_ENSLAVE,{0:은|는} 더 이상 영혼이 붙잡혀있지않다.
LOC_SYSTEM_MON_NO_LONGER_LUNATIC,{0:은|는} 더 이상 미치지 않았다.
LOC_SYSTEM_MON_NO_LONGER_FORCE,{0}의 강화가 끝났다.
LOC_SYSTEM_MON_NO_LONGER_WEAK,{0}의 약화가 끝났다.
LOC_SYSTEM_MON_NO_LONGER_CHANGED,{0:은|는} 둔갑이 풀려서 너구리로 돌아왔다.
LOC_SYSTEM_MON_NO_LONGER_INVINCIBLE,{0:은|는} 더 이상 무적이 아니다.
LOC_SYSTEM_MON_ABIL_GATHERING,{0:은|는} 동료를 끌어모으고 있다.
LOC_SYSTEM_MON_DROWNED,{0:은|는} 물에 빠졌다.
LOC_SYSTEM_MON_FALL_LAVA,{0:은|는} 용암에 빠졌다.
LOC_SYSTEM_FIGHT_BLOCK,{0:은|는} {1}의 {2:을|를} 방패로 막았다.
LOC_SYSTEM_FIGHT_EVADE,{0:은|는} {1}의 {2:을|를} 피했다.
LOC_SYSTEM_FIGHT_GRAZE,{0:은|는} {1}의 {2:을|를} 그레이즈 했다.
LOC_SYSTEM_FIGHT_MISS,{0}의 {1:이|가} {2:을|를} 빗나갔다.
LOC_SYSTEM_FIGHT_GRAZED,{0}의 {1:이|가} {2}에게 그레이즈당했다.
LOC_SYSTEM_MAGIC_RESIST,{0:은|는} 저항했다.
LOC_SYSTEM_MAGIC_SUMMON,{0:이|가} 당신에게 소환되었다.
LOC_SYSTEM_MAGIC_FIRE_BRAND,{0:은|는} 불타오르기 시작했다.
LOC_SYSTEM_MAGIC_FIRE_BRAND_MORE,{0:은|는} 더욱 불타오르기 시작했다.
LOC_SYSTEM_MAGIC_COLD_BRAND,{0:은|는} 냉기를 뿜기 시작했다
LOC_SYSTEM_MAGIC_COLD_BRAND_MORE,{0:은|는} 더욱 냉기를 뿜기 시작했다
LOC_SYSTEM_MAGIC_POISON_BRAND,{0:은|는} 독을 떨어뜨리기 시작했다.
LOC_SYSTEM_MAGIC_POISON_BRAND_MORE,{0:은|는} 더욱 독이 진해졌다.
LOC_SYSTEM_MAGIC_RECALL,{0:은|는} 리콜되었다.
LOC_SYSTEM_MAGIC_KNOCKBACK,{0:은|는} 튕겨져나갔다.
LOC_SYSTEM_MAGIC_HYPNOSIS_MOVE,{0:은|는} 최면에 걸린채로 움직였다.
LOC_SYSTEM_MAGIC_ANIMAL_CHANGE_RESIST,{0:은|는} 이미 동물이기에 변신에 걸리지않는다.
LOC_SYSTEM_MAGIC_ANIMAL_CHANGE,{0:은|는} 동물로 변해버렸다.
LOC_SYSTEM_MAGIC_SUMMON_DREAM_LAKE,{0:은|는} 안개의 호수의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_SUMMON_DREAM_MOUNTAIN,{0:은|는} 요괴의 산의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_SUMMON_DREAM_SCARLET,{0:은|는} 홍마관의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_SUMMON_DREAM_YUKKURI,{0:은|는} 윳쿠리 둥지의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_SUMMON_DREAM_BAMBOO,{0:은|는} 미궁의 죽림의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_SUMMON_DREAM_SUBTERRANEAN,{0:은|는} 지저의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_SUMMON_DREAM_PANDEMONIUM,{0:은|는} 마계의 꿈을 불러냈다!
LOC_SYSTEM_MAGIC_MANA_DRAIN,{0:은|는} 당신의 마나를 흡수하였다.
LOC_SYSTEM_MAGIC_BLOOD_STARE,{0:은|는} {1:을|를} 뚫어지게 응시했다.
LOC_SYSTEM_MAGIC_JUMP_ATTACK,{0:은|는} {1}에게 도약했다.
LOC_SYSTEM_MAGIC_DISGUISE,{0:은|는} {1:으로|로} 둔갑하였다!
LOC_SYSTEM_MAGIC_RECALL_YOSHIKA,{0:은|는} {1}의 옆으로 불려왔다.
LOC_SYSTEM_MAGIC_REVIVE_YOSHIKA,{0:은|는} {1:을|를} 부활시켰다!
LOC_SYSTEM_MAGIC_TASTE_OF_DEATH,{0:은|는} {1}에게 빨려들어갔다.
LOC_SYSTEM_MAGIC_AFTERLIFE,{0:은|는} 당신을 향해 낫을 내리쳤다.
LOC_SYSTEM_MAGIC_PRISM_CONCERTO,프리즘 콘체르토!
LOC_SYSTEM_MAGIC_PRISM_CALL,{0:은|는} 합주에 참가하였다.
LOC_SYSTEM_MAGIC_UNLUCK,{0:은|는} {1}의 운기를 조작했다.
LOC_SYSTEM_MAGIC_UNLUCK_TO_MONSTER,{0:은|는} {1}의 운기를 조작했다. {2:은|는} 왠지 불행해보인다.
LOC_SYSTEM_MAGIC_MERMAID_SONG,{0:은|는} {1}의 노래소리에 끌려 걸어갔다.
LOC_SYSTEM_MAGIC_PSYCHOKINESIS,{0:은|는} 염동력에 의해 튕겨져나갔다.
LOC_SYSTEM_MAGIC_KOKORO_ROULETTE_RED,{0:은|는} 분노의 가면을 착용했다.
LOC_SYSTEM_MAGIC_KOKORO_ROULETTE_BLUE,{0:은|는} 슬픔의 가면을 착용했다.
LOC_SYSTEM_MAGIC_KOKORO_ROULETTE_GREEN,{0:은|는} 기쁨의 가면을 착용했다.
LOC_SYSTEM_MAGIC_SLEEP_SMITE,{0:은|는} {1:을|를} 꿈으로 인도했다.
LOC_SYSTEM_MAGIC_DIMENSIONAL_RIFT,{0:은|는} {1}에게 순간적으로 이동하며 발차기를 날렸다.
LOC_SYSTEM_HIT_NORMAL,{0}의 {1:은|는} {2}에게 명중했다.
LOC_SYSTEM_HIT_DREAM,{0:은|는} {1}의 꿈을 먹었다.
LOC_SYSTEM_HIT_FIRE,{0}의 {1:은|는} {2}에게 명중하고 불타올랐다.
LOC_SYSTEM_HIT_COLD,{0}의 {1:은|는} {2}에게 명중하고 얼어붙었다.
LOC_SYSTEM_HIT_ELEC,{0}의 {1:은|는} {2}에게 명중하고 감전되었다.
LOC_SYSTEM_HIT_GERMAN_SUPLEX,{0}의 {1:은|는} {2}에게 들어갔다.
LOC_SYSTEM_HIT_SMITE,무엇인가 {0:을|를} 강타했다.
LOC_SYSTEM_HIT_SMASH,{0:은|는} 집어던져진후 바닥에 내팽겨쳐졌다.
LOC_SYSTEM_HIT_BLOOD,{0}의 피가 터져나왔다.
LOC_SYSTEM_HIT_NOISE,굉음이 {0}의 달팽이관을 강타했다.
LOC_SYSTEM_HIT_CLOUD_FIRE,{0:은|는} 화염에 휩싸였다.
LOC_SYSTEM_HIT_CLOUD_COLD,{0:은|는} 얼어붙었다.
LOC_SYSTEM_HIT_CLOUD_ELEC,{0:은|는} 감전되었다.
LOC_SYSTEM_HIT_STONE_TRAP,{0:은|는} 뾰족한 바위를 밟았다.
LOC_SYSTEM_HIT_BLAST,{0:은|는} {1}의 폭발에 휘말렸다.
LOC_SYSTEM_HIT_SUN_BLAST,{0:은|는} {1}에 의해 타들어갔다.
LOC_SYSTEM_HIT_BLLIZARD,{0:은|는} 눈보라에 휘말렸다.
LOC_SYSTEM_HIT_BURST,{0:은|는} 폭발했다.
LOC_SYSTEM_HIT_TWIST,{0:은|는} 바람에 휩쓸렸다.
LOC_SYSTEM_HIT_CURSED,{0:은|는} 저주받고있다.
LOC_SYSTEM_HIT_VEILING,{0:은|는} 바람 갑옷에 베였다.
LOC_SYSTEM_HIT_RUSH,{0:은|는} 맞았다.
LOC_SYSTEM_HIT_BUMP,{0:은|는} {1:과|와} 부딪혔다.
LOC_SYSTEM_HIT_BUMP_WALL,{0:은|는} 벽에 부딪혔다.
LOC_SYSTEM_HIT_PSYCHO,{0:은|는} 바닥에 내팽겨쳐졌다.
LOC_SYSTEM_HIT_DROWNING,{0:은|는} 물에 빠져 질식하고 있다.
LOC_SYSTEM_HIT_DROWNING_MONSTER,{0:은|는} 물에 빠졌다.
LOC_SYSTEM_HIT_VAMP,{0:은|는} {1}의 체력을 흡수했다.
LOC_SYSTEM_HIT_THROW_ELEC,{0:은|는} 감전되었다.
LOC_SYSTEM_HIT_CONFUSE_ATTACK,당신의 공격이 {0}의 허를 찔렀다!
LOC_SYSTEM_HIT_STAB_SHORTBLADE,{0:은|는} {1:을|를} 뒤에서 꿰뚫었다.
LOC_SYSTEM_HIT_STAB_LONGBLADE,{0:은|는} {1:을|를} 뒤에서 잘라냈다.
LOC_SYSTEM_HIT_STAB_MACE,{0:은|는} {1:을|를} 뒤에서 내리쳤다.
LOC_SYSTEM_HIT_STAB_AXE,{0:은|는} {1:을|를} 뒤에서 찍었다.
LOC_SYSTEM_HIT_STAB_SPEAR,{0:은|는} {1:을|를} 뒤에서 꿰뚫었다.
LOC_SYSTEM_HIT_STAB_OTHER,{0:은|는} {1:을|를} 뒤에서 기습했다.
LOC_SYSTEM_NO_DAMAGE,아무런 데미지도 받지 않았다.
LOC_SYSTEM_BUT_NO_DAMAGE,그러나 아무런 데미지도 주지 못했다.
LOC_SYSTEM_FRIEND_SHIELD,{0:은|는} {1:을|를} 감쌌다!
LOC_SYSTEM_MAMIZO_EVADE,{0:은|는} 지장으로 변화하여 공격을 피했다!
LOC_SYSTEM_KILL_NORMAL,{0:은|는} {1:을|를} 죽였다.
LOC_SYSTEM_KILL_INANIMATE,{0:은|는} {1:을|를} 파괴했다.
LOC_SYSTEM_DEAD_NORMAL,{0:은|는} 죽었다.
LOC_SYSTEM_DEAD_INANIMATE,{0:은|는} 파괴되었다.
LOC_SYSTEM_DEAD_DOOR,{0:은|는} 평범한 문으로 돌아왔다.
LOC_SYSTEM_DEAD_SUMMON,{0:은|는} 연기 속으로 사라졌다.
LOC_SYSTEM_DEAD_REIMU,{0:은|는} 틈새속으로 사라졌다.
LOC_SYSTEM_GAIN_EXPERIENCE,경험이 증가하는 것을 느꼈다.
LOC_SYSTEM_GAIN_NO_EXPERIENCE_WITH_FEAR,전의상실한 적에겐 경험치를 받을 수 없다.
LOC_SYSTEM_NOTE_UNIQUE_FIND,네임드 {0:을|를} 발견했다.
LOC_SYSTEM_NOTE_UNIQUE_KILL,네임드 {0:을|를} 죽였다.
LOC_SYSTEM_NOTE_UNIQUE_DEAD,네임드 {0:이|가} 죽었다.
LOC_SYSTEM_NOTE_ENSLAVE_DEAD,{0:이|가} 죽었다.
LOC_SYSTEM_NOTE_INVITE_FAIRY_UNIQUE,{0:이|가} 동료가 되었다.
LOC_SYSTEM_NOTE_INVITE_FAIRY,{0:이|가}({1}) 동료가 되었다.
LOC_SYSTEM_NOTE_GOD_WORSHIP,{0}의 신도가 되었다.
LOC_SYSTEM_NOTE_GOD_GIVEUP,{0:은|는} 포기했다.
LOC_SYSTEM_NOTE_GOD_FORGIVE,{0:으로|로}부터 용서받았다.
LOC_SYSTEM_NOTE_GOD_ABANDON,{0:을|를} 버렸다.
LOC_SYSTEM_NOTE_GOD_ABANDONED,{0:으로|로}부터 버려졌다.
LOC_SYSTEM_NOTE_HALFYOUKAI_MUTANT_GAIN,반요 변이발현
LOC_SYSTEM_NOTE_HALFYOUKAI_MUTANT_GROW,반요 변이강화
LOC_SYSTEM_NOTE_YUYUKO_ENSLAVE_GHOST,{0:을|를} 구속했다.
LOC_SYSTEM_NOTE_SEIJA_GIFT,세이자에게 선물을 받았다. ({0})
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_ITEM,순호로부터 아이템순화({0}) 축복.
LOC_SYSTEM_NOTE_TENSI_NOTHING,텐시: 아무일도안함.
LOC_SYSTEM_NOTE_TENSI_GOOD_POTION,텐시: 좋은 포션.
LOC_SYSTEM_NOTE_TENSI_BAD_POTION,텐시: 나쁜 포션.
LOC_SYSTEM_NOTE_TENSI_GOOD_SUMMON,텐시: 우호적 소환.
LOC_SYSTEM_NOTE_TENSI_BAD_SUMMON,텐시: 적대적 소환.
LOC_SYSTEM_NOTE_TENSI_GOOD_TELEPORT,텐시: 안전한 텔레포트.
LOC_SYSTEM_NOTE_TENSI_BAD_TELEPORT,텐시: 위험한 텔레포트.
LOC_SYSTEM_NOTE_TENSI_EARTHQUAKE,텐시: 지진.
LOC_SYSTEM_NOTE_TENSI_ENLIGHTENMENT,텐시: 무념무상 버프.
LOC_SYSTEM_NOTE_TENSI_GOOD_BURST,텐시: 안전한 폭발.
LOC_SYSTEM_NOTE_TENSI_BAD_BURST,텐시: 위험한 폭발.
LOC_SYSTEM_NOTE_TENSI_BRAND_WEAPON,텐시: 비상의검 부여.
LOC_SYSTEM_NOTE_TENSI_GOOD_KANAME,텐시: 우호적 카나메석 소환.
LOC_SYSTEM_NOTE_TENSI_BAD_KANAME,텐시: 적대적 카나메석 소환.
LOC_SYSTEM_NOTE_TENSI_FIELD,텐시: 특수 필드 생성.
LOC_SYSTEM_NOTE_TENSI_BLIND,텐시: 실명.
LOC_SYSTEM_NOTE_TENSI_GOOD_AOE,텐시: 광역 감속.
LOC_SYSTEM_NOTE_TENSI_BAD_AOE,텐시: 광역 가속.
LOC_SYSTEM_NOTE_TENSI_SUCIDE,텐시: 자폭토끼 소환.
LOC_SYSTEM_NOTE_TENSI_WEATHER_FOG,텐시: 안개.
LOC_SYSTEM_NOTE_TENSI_WEATHER_THUNDER,텐시: 천둥번개.
LOC_SYSTEM_NOTE_TENSI_WEATHER_SUN,텐시: 쾌청.
LOC_SYSTEM_NOTE_TENSI_DEBUG1,텐션 {0}
LOC_SYSTEM_NOTE_TENSI_DEBUG2,텐션 {0} 행동 {1}
LOC_SYSTEM_NOTE_ARENA,========== 레벨 {0} ==========
LOC_SYSTEM_NOTE_ARENA_TEAM_LEFT,{0}팀: 좌측
LOC_SYSTEM_NOTE_ARENA_TEAM_RIGHT,{0}팀: 우측
LOC_SYSTEM_NOTE_ARENA_SUCCESS,정답!
LOC_SYSTEM_NOTE_ARENA_FAIL,오답...
LOC_SYSTEM_NOTE_ARENA_WIN_LEFT,좌측팀의 승리다.
LOC_SYSTEM_NOTE_ARENA_WIN_RIGHT,우측팀의 승리다.
LOC_SYSTEM_NOTE_ARENA_LEFT_LIFE,남은기회 {0}
LOC_SYSTEM_NOTE_ARENA_DRAW,무승부로 인한 재경기
LOC_SYSTEM_NOTE_ARENA_TIMEOVER,시한초과로 인한 재경기
LOC_SYSTEM_NOTE_ARENA_FINAL_SCORE,당신의 기록은 {0}레벨이다.
LOC_SYSTEM_NOTE_ARENA_WIN,레벨27 달성! 당신은 게임을 클리어했다.
LOC_SYSTEM_NOTE_RUN_AWAY,{0:으로|로} 도망쳤다.
LOC_SYSTEM_NOTE_DEAD,죽었다.
LOC_SYSTEM_NOTE_DEAD_BY,{0}에게 죽었다.
LOC_SYSTEM_NOTE_DEAD_HUNGRY,굶어죽었다.
LOC_SYSTEM_NOTE_DEAD_QUIT,게임을 포기했다.
LOC_SYSTEM_NOTE_DEAD_ESCAPE,던전을 탈출했다.
LOC_SYSTEM_NOTE_DEAD_POISON,독에 중독되어 죽었다.
LOC_SYSTEM_NOTE_DEAD_EFFECT,부작용에 의해 죽었다.
LOC_SYSTEM_REPLAY_TITLE,{0}    레벨 {1}의 {2} {3} {4} "{5}"
LOC_SYSTEM_REPLAY_TITLE_ARENA,아레나 레벨 {0} "{1}"
LOC_SYSTEM_REPLAY_TITLE_SPRINT,스프린트
LOC_SYSTEM_UNIQUE_BENYATH_RAGE,{0:은|는} 분노에 소리쳤다. 자신의 능력에 각성하였다!
LOC_SYSTEM_UNIQUE_BENYATH_RAGE_DISTANCE,멀리서 분노에 찬 비명을 들었다.
LOC_SYSTEM_UNIQUE_KEINE_TRANSFORM,체력을 잃은 케이네가 백택으로 변화하였다!
LOC_SYSTEM_TENSI_GOOD1,텐시가 당신에게 호의적인 시선을 주었다.
LOC_SYSTEM_TENSI_GOOD2,텐시의 힘이 당신에게 닿았다.
LOC_SYSTEM_TENSI_GOOD3,텐시: 힘들어보이네!
LOC_SYSTEM_TENSI_GOOD4,텐시: 도와줄게!
LOC_SYSTEM_TENSI_GOOD5,당신은 텐시의 웃음 소리를 들었다.
LOC_SYSTEM_TENSI_GOOD6,텐시가 흥미진진한 시선을 향했다.
LOC_SYSTEM_TENSI_GOOD7,텐시의 박수소리를 들었다.
LOC_SYSTEM_TENSI_GOOD8,당신 주변에 기분 좋은 기운이 감도는것을 느꼈다.
LOC_SYSTEM_TENSI_GOOD9,텐시: 좀 더 즐겁게 해줘!
LOC_SYSTEM_TENSI_GOOD10,텐시: 아직 더 할 수 있지?
LOC_SYSTEM_TENSI_GOOD11,텐시: 힘내!
LOC_SYSTEM_TENSI_GOOD12,텐시의 강력한 힘을 받았다.
LOC_SYSTEM_TENSI_GOOD13,텐시는 흥미진진하게 당신의 모험을 바라보고있다.
LOC_SYSTEM_TENSI_BAD1,텐시의 사악한 시선이 느껴진다.
LOC_SYSTEM_TENSI_BAD2,텐시가 웃기 시작했다.
LOC_SYSTEM_TENSI_BAD3,텐시가 당신의 모험을 지루하다고 생각했다.
LOC_SYSTEM_TENSI_BAD4,텐시: 이런건 어떨까?
LOC_SYSTEM_TENSI_BAD5,텐시: 좀 더 스릴있게 해줄게!
LOC_SYSTEM_TENSI_BAD6,텐시: 너무 평화롭지 않아?
LOC_SYSTEM_TENSI_BAD7,텐시의 장난기어린 웃음을 들었다.
LOC_SYSTEM_TENSI_BAD8,텐시가 당신에게 시련을 주려하고 있다.
LOC_SYSTEM_TENSI_BAD9,텐시: 지루한 것보단 낫지?
LOC_SYSTEM_TENSI_BAD10,텐시: 더 화를 내줘!
LOC_SYSTEM_TENSI_BAD11,텐시: 전력을 다하지 않으면 죽을지도 몰라!
LOC_SYSTEM_TENSI_BAD12,텐시: 건방져!
LOC_SYSTEM_TENSI_BAD13,텐시: 지루하잖아!
LOC_SYSTEM_TENSI_BAD14,텐시: 너무 강한거 아니야?
LOC_SYSTEM_TENSI_BAD15,텐시: 안전한건 딱 질색이야!
LOC_SYSTEM_TENSI_NOTHING1,작은 돌이 날라와서 당신의 머리에 맞았다.
LOC_SYSTEM_TENSI_NOTHING2,갑자기 바닥이 진동했다.
LOC_SYSTEM_TENSI_NOTHING3,텐시: 나랑 이야기 하지 않을래?
LOC_SYSTEM_TENSI_NOTHING4,텐시: 좋아하는 음식은 뭐야?
LOC_SYSTEM_TENSI_NOTHING5,텐시: 천계는 너무 심심해!
LOC_SYSTEM_TENSI_NOTHING6,텐시: 좀 더 대담하게 행동해줘!
LOC_SYSTEM_TENSI_NOTHING7,텐시: 난 재미있는걸 보고 싶어!
LOC_SYSTEM_TENSI_NOTHING8,텐시: 내가 좀 더 재밌게 해줄 수 있는데
LOC_SYSTEM_TENSI_NOTHING9,텐시: 지루하게 하면 알지?
LOC_SYSTEM_TENSI_NOTHING10,발에 날카로운 바위가 튀어나와 넘어질뻔했고, 누군가의 웃음소리가 들렸다.
LOC_SYSTEM_TENSI_NOTHING11,당신의 바로 옆에 날카로운 요석이 떨어졌다. "아깝네!"
LOC_SYSTEM_TENSI_NOTHING12,텐시: 이 위에서 희생양들을 바라보고있는게 내 낙이야!
LOC_SYSTEM_TENSI_NOTHING13,텐시: 바로 죽진않을거지? 좀 더 버틸 수 있지?
LOC_SYSTEM_TENSI_NOTHING14,텐시: 저기저기, 어떻게 죽을지 내기라도 하지 않을래?
LOC_SYSTEM_TENSI_NOTHING15,텐시: 저번에 지켜보던 아이는 {0}에 죽어버렸어.
LOC_SYSTEM_TENSI_NOTHING16,텐시: {0:은|는} 왜 이렇게 {터프한|귀여운}걸까?
LOC_SYSTEM_TENSI_NOTHING17,텐시: 조금만 기다려, 깜짝 파티를 준비하고 있으니까!
LOC_SYSTEM_TENSI_NOTHING18,당신의 이마에 조그만 돌이 날라와 부딪혔다.
LOC_SYSTEM_TENSI_NOTHING19,텐시: 재밌는 이야기라도 해줘!
LOC_SYSTEM_TENSI_NOTHING20,텐시는 당신을 골리기 위한 계획을 세우고 있다.
LOC_SYSTEM_TENSI_NOTHING21,텐시는 따분한듯 하품을 했다.
LOC_SYSTEM_TENSI_POTION1,텐시가 당신에게 새로운 힘을 주었다.
LOC_SYSTEM_TENSI_POTION2,텐시: 목마르지않아?
LOC_SYSTEM_TENSI_POTION3,텐시: 이걸로 좀 더 싸워!
LOC_SYSTEM_TENSI_POTION4,텐시가 당신에게 새로운 힘을 주었다.
LOC_SYSTEM_TENSI_POTION5,당신은 텐시가 내려준 물약을 받았다.
LOC_SYSTEM_TENSI_BAD_POTION1,텐시의 웃음소리가 당신의 머리에 울렸다.
LOC_SYSTEM_TENSI_BAD_POTION2,텐시: 우리집 창고 구석에서 발견한 물약이야!
LOC_SYSTEM_TENSI_BAD_POTION3,텐시: 벌이야!
LOC_SYSTEM_TENSI_BAD_POTION4,텐시: 너를 위해 만든 특제 드링크야!
LOC_SYSTEM_TENSI_BAD_POTION5,당신은 텐시에게 억지로 물약을 들이켜졌다.
LOC_SYSTEM_TENSI_SUMMON1,텐시가 당신에게 동료를 내려주었다.
LOC_SYSTEM_TENSI_SUMMON2,텐시: 친구가 필요해?
LOC_SYSTEM_TENSI_SUMMON3,텐시: 지원군이야!
LOC_SYSTEM_TENSI_SUMMON4,텐시: 이거면 도망치지 않아도 되겠지?
LOC_SYSTEM_TENSI_SUMMON5,텐시가 당신의 주변에 우호적인 소환물을 소환했다.
LOC_SYSTEM_TENSI_BAD_SUMMON1,텐시가 당신에게 적재적인 소환수를 내려보냈다.
LOC_SYSTEM_TENSI_BAD_SUMMON2,텐시: 싸우지않을거면... 내가 싸우게할거야!
LOC_SYSTEM_TENSI_BAD_SUMMON3,텐시: 얼마나 강해졌는지 보고 싶어!
LOC_SYSTEM_TENSI_BAD_SUMMON4,텐시: 너무 우쭐해진거 아니야?
LOC_SYSTEM_TENSI_BAD_SUMMON5,텐시의 사악한 시선을 느꼈다.
LOC_SYSTEM_TENSI_TELE1,텐시가 당신의 공간을 뒤흔들었다.
LOC_SYSTEM_TENSI_TELE2,텐시: 여기보단 안전할거야!
LOC_SYSTEM_TENSI_TELE3,텐시: 한숨 돌리는건 어때?
LOC_SYSTEM_TENSI_TELE4,텐시: 좋은 잠자리를 찾아냈어!
LOC_SYSTEM_TENSI_TELE5,당신은 공간이 일그러지고 있는 걸 느꼈다.
LOC_SYSTEM_TENSI_BAD_TELE1,텐시가 당신을 또 다른 곳으로 날려보냈다.
LOC_SYSTEM_TENSI_BAD_TELE2,텐시: 이 곳보단 멋진 장소야!
LOC_SYSTEM_TENSI_BAD_TELE3,텐시: 좀 더 재밌는 곳을 알려줄게!
LOC_SYSTEM_TENSI_BAD_TELE4,텐시: 지루하네, 변화를 줘볼까?
LOC_SYSTEM_TENSI_BAD_TELE5,당신은 시야가 핑핑도는 느낌을 받았다.
LOC_SYSTEM_TENSI_EARHQUAKE1,당신은 대지가 뒤집히는 느낌을 받았다.
LOC_SYSTEM_TENSI_EARHQUAKE2,텐시: 갈라져라!
LOC_SYSTEM_TENSI_EARHQUAKE3,텐시: 카 크래쉬!
LOC_SYSTEM_TENSI_EARHQUAKE4,텐시: 지진이다!
LOC_SYSTEM_TENSI_EARHQUAKE5,강력한 지진이 일어났다!
LOC_SYSTEM_TENSI_SUPERARMOR1,당신은 몸이 아주 단단해지는 것을 느꼈다.
LOC_SYSTEM_TENSI_SUPERARMOR2,텐시: 이 복숭아 먹어볼래?
LOC_SYSTEM_TENSI_SUPERARMOR3,텐시: 천인의 힘이야!
LOC_SYSTEM_TENSI_SUPERARMOR4,텐시: 이젠 맞는 것도 안 아플거야!
LOC_SYSTEM_TENSI_SUPERARMOR5,텐시가 당신에게 무념무상의 힘을 주었다.
LOC_SYSTEM_TENSI_BURST1,텐시: 쾅!
LOC_SYSTEM_TENSI_BURST2,텐시: 휘말리지 않게 조심해!
LOC_SYSTEM_TENSI_BURST3,텐시: 이건 어떨까?
LOC_SYSTEM_TENSI_WEAPON1,당신의 손에 붉은 기운이 모이기 시작했다.
LOC_SYSTEM_TENSI_WEAPON2,텐시: 무기가 볼품없잖아?
LOC_SYSTEM_TENSI_WEAPON3,텐시: 조금만 빌려주는거야!
