LOC_SYSTEM_OPTION_MENU_START,======OPTION======
LOC_SYSTEM_DUMP_DEATHREASON_POTION,물약에 의해 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_QUIT,게임을 포기했다.
LOC_SYSTEM_DUMP_DEATHREASON_HUNGRY,굶어죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_MIRROR,반사데미지로 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_MIRROR_BY,{0}의 반사데미지로 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_JUNKO_MP,순화한 영력이 전부 소모되어 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_JUNKO_INSTANT,순호에 의해 사예가 순화되어 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SLEEP,행복한 꿈을 꾸다 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SLEEP_BY,{0}에 의해 행복한 꿈을 꾸다 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_GHOST,오쿠리쵸친에 생명력이 빨려 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SIDEEFFECT,부작용에 의해 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_WIN,음양옥과 {0}개의 룬을 들고 탈출하는데 성공했다.
LOC_SYSTEM_DUMP_DEATHREASON_COWARD,{0}개의 룬만 들고 도망쳤다.
LOC_SYSTEM_DUMP_DEATHREASON_FAIL,성과없이 탈출했다.
LOC_SYSTEM_DEBUG_CLEVER,디버그) {0} 마법 강화
